Accession,112472,112473,112474,112475,112476,112477,112478,112479,112480,112481,112482,112483,112484,112485,112486,112487,112488,112489,112490,112491,112492,112493,112494,112495,SPQC1,SPQC2,SPQC3,CV
HEMO_N453_H(5)N(4)S(2)_3,1280138817,1283571286,1283971013,1283871161,1285264254,1283371102,1471414327,1470363826,1470684872,1294450236,1291598669,1295765842,1288604699,1466225700,1103403793,1279832930,1106654193,1101564609,1292554146,1288896574,1290926859,1290830685,1291885836,1291981459,1299564518,1298091620,1300022331,0.077650045
HEMO_N453_H(5)N(4)S(1)F(2)_2,1097174482,1101696435,955069679.9,1102091492,1103926760,1101432712,1117144057,1114282611,1115157105,1116028425,1112271755,1117761611,960502516.6,955770806.2,956120529.9,950217921.9,855711005.5,954483691.3,965133106.1,1108711999,860230456.5,1111260008,1112650070,1112776043,1122766008,1120825604,1123369133,0.118421104
FETUA_N156_H(5)N(4)S(2)_1,611562923.2,690834274.6,451228371.2,617422760.9,767774854.2,765489285.1,779887306.2,777265050.9,863831105.8,864663197.7,861075657.2,707811263,857308960.2,852231677.2,852606942.3,685629819.3,696073421,850850559.9,425506683.2,625312737.2,461057630.9,628349322.2,630005926,702542729.2,973352523.9,971625602.3,973889293.7,0.121571927
VTNC_N242_H(5)N(5)S(1)F(2),1643178.62,768971.0875,1192472.214,857956.7613,900050.3522,1670228.754,988964.0838,729622.2142,1194182.786,1088348.993,817492.131,771443.5236,1174321.439,990598.3888,1101804.645,566231.0582,501887.5139,617106.9468,807105.46,928688.0087,819326.7515,822855.3368,855018.8122,938271.9174,876968.465,876290.7676,879172.0526,0.171683009
PLTP_N398_H(6)N(5)S(2)F(1),366049.2924,324055.8571,411962.5646,518204.848,460013.9114,453535.1003,373228.6028,475131.2295,545322.5508,524698.975,354931.1533,523087.8432,389392.3968,423912.1708,416283.8777,483985.5368,377120.6866,383493.8235,356433.489,314464.1244,337556.1816,315951.3681,363214.1336,310029.946,378630.394,377435.5082,376922.319,0.232063272
CFAH_N217_H(5)N(4)S(2),3351463.67,3816851.295,4232281.941,3649207.636,4332055.737,3915425.104,2474172.939,3853187.635,3464735.955,2752173.258,2883601.469,2243595.039,3467192.371,3326670.085,3384360.403,3612197.091,3176348.003,3279865.695,3175276.232,3526781.356,2925829.231,2556148.65,3003725.576,3063996.158,3811104.306,3830544.825,3824011.301,0.258847355
THRB_N143_H(6)N(8)F(2),266295.7295,388971.2491,349501.3175,377614.7832,360631.0438,337116.7692,261604.4534,256610.0071,309989.1614,335456.2024,325051.9686,312855.1195,256046.4633,307458.0794,341396.7079,310301.111,406142.5053,417963.3018,648042.3502,699794.1005,407022.033,495630.7104,394967.797,402486.2656,349844.1958,351098.4335,348543.957,0.36512347
HEMO_N453_H(6)N(5)S(3)F(1),4882919.512,4317242.935,4410877.171,3790654.788,4482225.738,4824222.426,25964774.88,18253839.46,22770684.15,22441276.01,19431893.34,18241317.14,6481174.804,6371222.461,5305053.375,5814131.8,5279397.619,5007403.333,21527309.64,16632832.52,18053710.37,19388135.55,18756628.91,18059195.16,15600282.91,15775047.12,15749867.54,0.601423933
THRB_N143_H(5)N(4)S(1)F(3)_1,446344.748,,550124.5508,606825.8735,689987.6647,629379.0557,1391677.971,1507724.945,1392571.237,1261617.413,1418578.674,1198993.144,686029.797,624763.7473,539068.7639,642386.0104,492305.6835,708090.6773,1647274.882,1447386.611,1318326.054,1467719.631,1665462.965,1507508.746,995208.2578,998952.6373,986429.1463,0.647006736
HEMO_N240/N246_H(8)N(6)S(4)F(3),55706119.16,69276476.01,67298320.27,73733869.91,40468958.72,50956673.45,66584156.04,62724235.18,65588674.76,76244046.88,65705316.2,63116987.59,73899233.33,80469975.8,64737342.01,72421266.64,73694752.94,65488129.25,44612444.15,25583646.89,48541628.73,22175741.87,49605168.76,40147981.8,69123132.42,68321027.03,69219045.57,0.715832739
FETUA_N176_H(6)N(4)S(1),3222202.965,2098034.04,2243483.239,1365481.677,2043635.964,2536035.448,3241208.148,2116410.231,1771046.7,2226720.592,3665272.817,4955859.233,4285109.866,4242414.993,3431885.313,3771420.212,4059308.098,3774784.078,1730741.266,3601236.214,1568723.552,1628332.928,4344051.442,1699728.882,1768309.1,1778104.348,1794278.319,0.736675621
CLUS_N103_H(6)N(5)S(2)F(2)_1,5485540.951,6464623.759,5903114.257,7335089.783,5022146.459,8066736.742,4347867.799,2690627.105,3549859.85,2954461.699,3733775.523,4762247.927,9386576.554,7827579.866,7568347.359,6424062.877,7759520.906,6526086.577,2621056.234,1764415.257,2007737.79,2323349.175,2044323.945,1874428.579,3092543.046,3057114.984,3048288.95,0.763923333
CERU_N358_H(9)N(10),15860067.42,20718045.64,18899663.37,17598947.87,17896145.42,19437678.77,15833835.63,14264118.99,17216209.17,17350727.36,14106470.64,16859528.55,18534316.57,15659506.67,14777485.89,14859205.17,15132972.88,12997712.52,18798717.66,11590935.14,13709088.6,12397352.21,13563620.94,13623087.83,14666519.11,14900655.49,14848226.23,0.829932827
F13B_N545_H(8)N(7)F(1),3893360.823,3609995.838,3937472.252,3974897.964,4227139.388,3950012.663,2831604.014,2645576.126,3264881.276,2926377.983,2876876.593,2877167.623,2543160.629,2418852.33,2174718.59,2518552.008,2505793.379,2217609.165,1473892.214,1520068.411,1853968.422,1686349.754,1536605.809,1820878.303,2396312.269,2436830.86,2410503.184,0.851505393
THBG_N165_H(5)N(4)S(1)F(3),955438.6504,1233726.328,628248.8715,700501.1426,905676.5419,888884.5907,749127.5365,537628.5949,1018335.531,1487146.569,944761.7007,1231832.447,1091260.923,1151690.799,1185591.124,784886.1788,1504591.685,1291608.963,1488425.736,1693431.905,1885873.894,1564828.765,1200028.933,1397047.941,1331316.127,1353661.426,1335720.392,0.883154032
F13B_N162_H(5)N(4)S(2)F(2),953955.0484,1024386.847,851197.4012,969788.3298,927654.6406,863088.6754,1141713.817,980865.7189,974168.1296,943398.893,930639.5816,851100.1001,1195085.092,1174410.182,1301372.175,1073661.685,1024732.469,1175124.624,825761.1073,851860.5016,794241.1645,819614.7285,727175.0784,802552.933,1094494.647,1111987.839,1094653.074,0.913710786
FIBB_N394_H(5)N(4)S(1)_5,7647838.372,8912919.444,4955654.575,5384312.689,5529260.188,5214498.263,5367359.69,3861580.102,5817323.163,5330536.361,5664454.681,7847505.439,6799597.75,6075233.651,12360397.7,4995124.763,9617002.356,8791562.65,7895170.252,6371071.478,5103219.335,5340246.567,4811499.063,5614512.143,9443484.027,9470332.954,9299073.355,0.97944249
IC1_N25_H(6)N(5)S(3)_3,24105833.71,31798350.84,28017120.33,23799659.43,29538627.46,29800439.73,33002612.11,33920255.13,48285806.08,29057428.8,31081789.63,49192127.55,46025901.61,29342351.86,48316593.15,73029920.14,51511623.05,24727661.73,41175833.27,25168839.72,19509505.28,18814788.2,36479358.01,52780068.21,27699088.66,28198495.67,27740594.1,0.9940292
APOD_N98_H(6)N(5)S(2)F(4)_1,6895541.185,6179152.742,6010856.595,6116308.218,6658564.432,5657959.018,2264883.143,2420017.571,927883.2013,1411751.522,2419143.813,2265369.286,10053275.25,9821284.001,8783040.372,8359473.099,9015471.249,8727757.194,7032756.194,7198579.491,7264715.834,5910271.825,7643816.043,7928958.187,5878132.6,5744603.996,5798301.363,1.157035326
KNG1_N169_H(6)N(5)S(2)F(2)_3,3087044.688,2609799.447,3247849.327,2414366.222,2702262.208,2437258.529,23522933.03,18400369.9,20674152.3,18331433.82,22779223,18437978.77,22909048.03,21771524.13,24653494.19,23778975.28,17529694.26,20783748.94,11820310.28,14398841.26,12455238.19,12369662.36,12098693.87,12733488.18,15517098.53,15887875.92,15651938.31,1.196456215
FHR2_N126_H(4)N(3)S(1),2547943.319,1400817.842,1386744.332,1583330.768,1609662.78,2440973.595,270342.2308,92096.22854,120866.3623,236051.6415,173884.5153,108211.8353,2852706.478,1390176.87,2119483.833,2702734.065,2651613.244,2432812.624,4023127.338,2338805.883,3577546.93,3735636.01,4280408.548,3670332.476,3198715.041,3127866.206,3189045.875,1.211231256
APOD_N98_H(6)N(5)S(2)F(3)_2,20486536.7,21532781.56,15710265.39,22572373.75,20300157.32,21693938.01,30363519.44,18835816.95,27151434.33,27314123.47,25179053.04,26867020.33,15766441.33,18533866.07,17496255.25,12558257.6,16844871.98,14830218.67,23808116.22,20115290.64,18346229.47,20617381.95,18345669.74,22088979.85,20642589.3,20163746.69,20525409.45,1.220934414
KNG1_N169_H(6)N(5)S(1)F(3)_1,,7075919.175,1662034.477,,1896968.638,,5253880.813,3216321.37,4233824.193,3970041.78,3996872.887,3802938.469,3075994.685,2156520.381,1846510.925,4206896.455,2813307.841,2925325.471,3947939.756,3760900.204,4676208.306,5424827.712,4233799.774,4377924.285,2538256.681,2595986.622,2543724.091,1.245234017
COPA_N235/N251_H(5)N(4)S(2),24907508.53,37666791,26625602.01,29965177.97,25484747.28,31424898.02,35397858.42,41652697.83,34367214.62,41786729.58,39964325.41,39829513.27,29310494.99,28784817.47,25070819.2,25876408.03,34196428.17,26977483.03,25160282.06,22934555.18,26764113.93,26209859.28,26186533.79,22507149.38,32183519.59,32967226.83,32369153.72,1.259872471
A1AG1_N93_H(8)N(6)S(3),1512230.9,1903483.966,1879758.147,1480635.742,1007885.248,1388823.034,9264769.371,8958765.605,8155560.229,7985001.75,9101162.731,7729947.544,2258968.083,,,259406.2798,1433631.203,,4652013.019,3964115.566,5549485.779,5311720.071,4824136.08,4261606.859,5276645.939,5389531.804,5398430.499,1.267808215
APOD_N98_H(7)N(6)S(1)F(6),1945676.898,1723052.595,1940773.14,2097109.647,2882772.392,2283022.266,3364259.791,2877610.821,2582842.214,2560232.373,2970047.413,2800146.327,2041923.915,2089674.114,2087520.588,2662023.809,2371630.429,1578110.639,2120911.959,2128341.895,2010874.616,2066218.928,2013576.758,2209339.466,2356570.427,2384529.018,2324229.255,1.281316761
APOD_N65_H(6)N(5)S(1)F(2),6595683.85,7148713.884,8673863.922,6988314.558,8213522.389,8233254.932,10361587.05,10448414.15,9947833.55,9941146.118,31324736.26,25127235.74,7374016.835,6159791.522,5177123.755,4826656.508,6778254.68,5390409.893,22672009.1,7019567.726,8170492.653,7700495.747,5944946.053,7575833.11,9043937.579,8946290.123,9183915.3,1.318598979
CBG_N96_H(7)N(6)S(4),1973503.607,2234567.133,2025784.403,2395550.309,2561114.951,2458542.674,1234183.271,1091282.285,1308162.301,1316554.747,1252170.804,1747141.292,1168001.182,939744.85,1014413.301,1167207.331,1492394.803,1101916.218,744442.1666,740639.3487,746031.5864,593798.3594,775891.7786,749081.3567,1002733.831,1027381.801,1024511.095,1.323741676
LUM_N127_H(9)N(8)S(1)F(1)_2,1212007.661,1434146.621,1669076.578,1496116.208,1547334.117,1486127.075,1929171.82,2062108.506,1850012.841,1881203.155,1701457.158,1417292.737,2454888.487,2594790.463,2162792.785,2608879.341,2291282.088,2113635.919,1333620.663,1438661.012,1173714.737,1163578.302,1329765.115,1478553.176,1865890.937,1862561.639,1821864.267,1.325022123
