Accession,112472,112478,112484,112490,112477,112483,112489,112495
DJC13,1054.542114,442.7483215,553.6154175,1183.000854,1379.755615,382.2014465,14.5002079,948.6854248
TGFB1,1591.782349,2800.04541,1251.51123,,,4021.772705,7287.611816,1893.237915
PP13G,1007.233887,18.06535912,2194.60376,1197.674683,,766.1262207,1064.929077,1228.083374
CHMP6,7.538895607,4900.352051,5247.905762,947.8886719,1539.774658,9.65764904,7385.961426,395.0384827
WDR44,2710.114014,3931.849365,,2047.109497,953.1046753,3030.303955,2453.09082,2276.271729
NUDC1,1973.046143,2192.693848,1317.635864,4417.962891,1322.374756,2187.740479,1163.485962,1697.070313
ASPC1,4693.021484,1259.215942,2063.884277,6.98319149,3823.94165,,4001.453857,
P4K2A,1576.211792,3779.956787,2846.37207,3407.008301,602.0553589,2998.863037,1870.383057,4040.200195
IGLC3,3836.482666,2719.30127,,,2854.267822,1932.716919,1142.12561,
ADCY4,7634.994629,,13.04256248,,13.03634357,12.40161133,13.9291935,13.40124512
USO1,2596.685791,,1991.932617,1838.853027,2195.525391,2936.167969,1902.061646,2629.883545
PWP1,1588.104248,2674.52002,2387.570313,3963.929443,1041.563965,3241.022949,2257.427979,2196.303955
UBA6,2362.764404,1260.929321,284.5372009,,,1772.210815,864.9302979,550.8235474
PYM1,3131.145508,4739.008301,3182.222168,3075.355957,,5266.307617,3354.078369,2533.564697
AUNIP,,4188.147949,17775.72656,,,,22260.79688,
TMA7,917.6790161,1055.039063,3528.437012,2313.555664,2498.798096,,,2076.753174
MGLL,4447.011719,920.6190796,2315.677979,1434.675537,5256.880371,2101.231201,1975.973389,165.2568359
RNAS1,2432.965332,2420.894775,920.3508301,2223.585938,1427.091797,1856.959717,1882.557251,
TMM40,3214.875244,2196.728271,2573.860107,2691.208252,2322.068359,2073.062256,1947.668823,42.12053299
VDAC1,2468.165039,494.2955627,,1808.338745,3233.283203,1368.456299,1457.843994,1682.637085
APOL1_3,,3370.901367,,1125.779663,,3222.912598,,
CHM1B,3588.400391,2492.877441,2629.325684,2595.296143,2364.806885,2874.133301,2662.999268,2984.036377
ARRB1,3969.029297,2915.912598,2869.248779,4645.025879,4271.705078,1905.466431,4276.905273,3659.984863
CLIC4,3475.019531,2430.885986,3227.617432,2049.811279,2091.973389,3074.365723,2926.565674,2290.550049
ANXA6,3792.881104,3203.920654,2235.076416,2181.700928,3232.905273,3673.31543,3027.189697,3037.539551
MT2;MT1A;MT1G;MT1H;MT1X,3512.628906,4052.710205,3978.220459,2619.946777,1829.681519,1643.092163,2811.34082,1901.609741
STABP,2650.915039,662.588623,3859.724854,3503.405762,2045.331909,3560.218994,3782.937012,3855.749023
COX5A,3976.499023,4519.086914,1854.605103,3476.303467,2477.775391,3688.247559,3146.388184,1867.63208
SURF4,8209.360352,9317.600586,9613.235352,2758.647461,,9500.40918,10090.58105,8231.72168
DREB,4399.128418,2992.270264,4109.030273,3799.752686,3606.682617,3719.535156,4045.872803,3103.773682
DCTN4,3661.291992,4153.361328,2405.536377,4096.135742,3491.020752,4043.889648,1609.101196,3997.305908
CAD13,2648.549316,3636.503418,3913.229736,2335.478027,2263.321045,2941.04126,4220.707031,2703.886475
PGRP1,7188.698242,3918.431885,1717.587646,2941.968994,6063.820313,3341.121582,2187.964844,2366.947266
AP4A,2880.628418,3272.149658,5265.908203,3655.824951,990.0307617,3506.787354,4568.162109,2699.419189
PIGR,3832.242188,,4352.248047,3180.164795,2823.031738,,3050.452881,3542.616455
GFRP,3996.293457,7909.691406,9290.634766,5257.985352,5607.880371,8017.625,10631.80664,7447.816895
G6B,5778.567871,4316.060547,4751.914551,4297.358887,3412.694092,4766.208008,6160.496582,3191.367676
NEXN,1903.163208,3224.542969,4316.330078,,3579.218994,4096.793945,2666.503418,2578.08374
RHG18,4244.212891,3867.262451,2763.919678,3259.858398,5020.07666,3283.750977,3279.696045,3254.646484
EP15R,2774.394775,5722.921387,6670.424316,4253.795898,3956.698975,,6611.979004,3914.273682
PHS,5065.933105,5669.57373,,6027.651367,7789.258789,7365.753418,3011.978516,6509.741699
SP100,,6783.165527,1832.251709,,,5486.286133,,
PIEZ1,5876.490234,8024.556152,8196.359375,,4087.554688,7467.3125,8419.210938,
LYVE1,5561.126465,3206.206299,4225.712891,3191.301758,3752.528076,3317.137695,4662.48291,2873.685059
CD2AP,2513.641846,3819.658936,2979.0354,,975.1759644,4249.182617,84.11751556,2201.595703
EPN4,2534.801758,3538.375732,5463.327637,4592.799805,3163.121094,6563.069824,5234.044434,3258.44751
CAB39,4550.240234,5793.945313,4891.585449,4841.456055,3996.661133,5336.378418,4592.730957,4337.550781
CREL1,,4584.621094,6943.904785,5654.413574,,4872.398438,4819.055176,6302.949219
HV158,6856.216309,,3964.653564,4857.924316,7320.322754,,4286.788086,4136.839355
ABCF1,3078.592773,4221.975098,3810.63623,1988.074219,2659.235596,5352.65918,3642.130859,3658.731445
IF4A3,3584.017822,3893.91748,3195.345703,5319.34668,5601.573242,2924.154785,4534.210938,4323.856934
SNX15,3062.670166,3958.598145,,4531.355957,,3757.011475,5333.415527,3596.104492
KCMF1,4138.206543,5162.272461,4357.720703,4721.408203,4586.211914,5631.415527,4209.539063,4405.583496
MY18A,3551.30835,5714.808105,5950.741211,4060.949707,2893.076416,5767.151367,5096.936523,4459.175781
FCERG,5161.621582,2626.634521,3358.000977,3227.915283,5246.980957,3739.774658,3135.55127,3022.647949
RDH11,3772.689453,5395.297363,5077.473633,3018.521729,3975.611572,4052.251221,4612.388184,1545.607544
PPCT,5243.38623,11219.57813,1151.83728,16609.38281,5718.351074,9994.225586,6506.307129,18435.9043
CH60,6262.959961,3814.018066,5254.517578,4972.722656,5810.491211,5023.09668,4780.459961,3592.125488
DC1I2,3547.774658,5256.253418,4419.950195,3462.555176,3176.75415,4708.890625,4701.140625,3685.409912
PYRG2,3393.394287,3251.814453,5193.748047,5185.877441,1649.049927,2719.835938,6255.124023,4962.950195
