Accession,112472,112473,112474,112475,112476,112477,112478,112479,112480,112481,112482,112483,112484,112485,112486,112487,112488,112489,112490,112491,112492,112493,112494,112495,SPQC1,SPQC2,SPQC3
DJC13,1054.542114,478.3060303,12.37796783,1202.190552,559.4567261,1379.755615,442.7483215,392.1877136,1175.345337,510.6563721,553.0705566,382.2014465,553.6154175,829.3251343,419.5957336,421.2735596,,14.5002079,1183.000854,12.58695698,1318.328979,,1085.656982,948.6854248,412.2234497,675.8203735,1393.641602
TGFB1,1591.782349,1964.096436,2058.692383,122.3779678,2817.155029,,2800.04541,1795.359741,2074.072266,,,4021.772705,1251.51123,4753.537109,,4486.220215,2966.106689,7287.611816,,,2261.585938,2892.061279,878.5489502,1893.237915,630.6589355,2138.980225,1538.286377
PP13G,1007.233887,924.942749,1393.378052,1187.183594,884.0067749,,18.06535912,1980.991943,9.910736084,352.0150757,1748.426758,766.1262207,2194.60376,19.13427734,1389.791748,1943.999878,722.3132935,1064.929077,1197.674683,1636.068604,17.20496178,1706.513062,1140.02063,1228.083374,984.8687134,990.505127,1402.768677
CHMP6,7.538895607,4392.390625,5441.475098,2164.963379,7924.435059,1539.774658,4900.352051,,4040.240967,6470.672852,11.64064026,9.65764904,5247.905762,7407.713379,8914.491211,6205.416016,8891.210938,7385.961426,947.8886719,700.7559204,,4299.772461,1948.010742,395.0384827,1309.158569,3023.890137,2896.875244
WDR44,2710.114014,552.4455566,1839.593018,3424.769043,2491.008057,953.1046753,3931.849365,,1870.841553,2157.557129,,3030.303955,,,,,,2453.09082,2047.109497,3032.479004,3330.064697,3132.307129,,2276.271729,1362.643799,2978.188965,1880.5625
NUDC1,1973.046143,447.1542358,1595.527344,2009.41626,927.0473633,1322.374756,2192.693848,2239.096924,2490.709229,2021.127686,1857.857544,2187.740479,1317.635864,1626.735352,663.0118408,1449.080444,2194.866943,1163.485962,4417.962891,522.0895996,1353.968872,3218.462891,1679.533081,1697.070313,1372.009033,2874.844482,1662.242676
ASPC1,4693.021484,2750.677734,3122.720703,9.828362465,1893.331177,3823.94165,1259.215942,1411.768677,9.862057686,1167.628906,1167.473999,,2063.884277,3080.336182,4919.31543,5610.880371,4544.609375,4001.453857,6.98319149,2249.870117,2722.848389,3688.410645,7.522386074,,1478.901978,1827.269165,1887.52478
P4K2A,1576.211792,1981.217773,2255.763184,2403.45166,1872.640503,602.0553589,3779.956787,2295.617432,2282.304688,1934.134766,2393.104736,2998.863037,2846.37207,,1846.931885,2355.819824,,1870.383057,3407.008301,3276.442383,3837.353516,3284.292725,3409.881836,4040.200195,1573.146118,3404.107422,2285.462891
IGLC3,3836.482666,2560.199707,4314.843262,2810.368408,3643.145264,2854.267822,2719.30127,1673.874756,2496.323242,2960.451172,1153.879761,1932.716919,,,2652.115967,1735.609253,2264.587158,1142.12561,,,,,,,1630.697876,969.7914429,1484.214111
ADCY4,7634.994629,12.69791031,4981.425781,6910.129395,12.67540359,13.03634357,,12.86820984,2527.568604,12.67908669,,12.40161133,13.04256248,6013.17627,14.42746544,12.41432858,14.60890102,13.9291935,,,,,13.20575714,13.40124512,1638.73877,1905.565918,12.45578384
USO1,2596.685791,1247.406616,1100.956421,2001.516968,1149.771851,2195.525391,,2920.735107,2214.852783,2665.015625,2618.758789,2936.167969,1991.932617,1408.313477,2250.450439,1440.384277,2108.242188,1902.061646,1838.853027,685.4796143,2298.165771,1705.421875,2656.42041,2629.883545,1691.22229,1186.771851,1588.527588
PWP1,1588.104248,2055.09082,1539.185303,2708.414307,2711.756348,1041.563965,2674.52002,2777.564209,2947.833252,2658.837891,3266.081543,3241.022949,2387.570313,1735.073975,3536.115967,2049.222412,2491.381348,2257.427979,3963.929443,1987.480225,2251.221436,2372.42627,2426.619873,2196.303955,1745.101807,3193.008301,2402.85498
UBA6,2362.764404,1434.572144,979.8936157,474.5997314,1686.419189,,1260.929321,584.145874,1374.129517,2930.310547,1398.280518,1772.210815,284.5372009,1520.790405,934.1463013,1750.275391,2168.455566,864.9302979,,,2051.000732,1831.917114,1438.185059,550.8235474,1777.015015,1522.543945,3497.311523
PYM1,3131.145508,2765.779297,3367.610107,3016.56958,4068.045166,,4739.008301,2996.516357,5793.995605,4908.836426,4015.768311,5266.307617,3182.222168,4255.024902,1821.230103,2448.601318,2305.772705,3354.078369,3075.355957,3441.162109,3698.18335,4959.851074,2842.196777,2533.564697,1824.134766,3542.643311,3471.616699
AUNIP,,,,,,,4188.147949,,,,,,17775.72656,20199.92773,18954.66406,21729.50977,20305.74023,22260.79688,,,,,,,2033.350098,8365.131836,9753.242188
TMA7,917.6790161,1272.002808,2111.770996,3230.081543,2307.533691,2498.798096,1055.039063,1605.434082,2205.044189,2117.268311,1679.96936,,3528.437012,1707.84729,1710.981201,1621.456177,2269.949219,,2313.555664,1390.824707,2812.134766,1544.032471,2576.330078,2076.753174,2053.686768,1773.348267,2880.333984
MGLL,4447.011719,3835.023682,3707.072021,5319.06543,5077.743652,5256.880371,920.6190796,3657.922607,,2577.813232,3179.902832,2101.231201,2315.677979,4313.435547,3511.846436,4301.223145,3806.720947,1975.973389,1434.675537,281.0900574,2489.47168,252.2026215,1823.006958,165.2568359,2155.832031,2612.54541,5725.373047
RNAS1,2432.965332,632.416626,2101.548584,2477.078613,1705.988281,1427.091797,2420.894775,2309.714111,2008.623535,1920.986816,2148.270752,1856.959717,920.3508301,2012.856567,,2080.712402,,1882.557251,2223.585938,2222.005371,,2180.388916,,,2195.853027,1666.023193,1794.066528
TMM40,3214.875244,2337.509033,2065.077637,2178.811523,3441.158203,2322.068359,2196.728271,2146.299805,2204.328857,2583.076904,1887.630249,2073.062256,2573.860107,3597.603271,2827.893066,2836.294434,3366.204834,1947.668823,2691.208252,2198.653809,2610.155273,2647.403076,1785.449585,42.12053299,2252.838135,2751.160645,2631.477783
VDAC1,2468.165039,2358.990479,2161.337158,2905.745605,2444.302979,3233.283203,494.2955627,11.41950703,2474.846924,2009.342773,825.6362915,1368.456299,,,,1667.542236,851.081665,1457.843994,1808.338745,1236.523071,,1362.005737,1632.072266,1682.637085,2415.053955,1620.275024,2327.706543
APOL1_3,,,1566.737183,1184.295044,2563.321045,,3370.901367,6932.025391,4232.281738,4922.768066,4866.955566,3222.912598,,,,,,,1125.779663,1174.102417,,1288.862305,1013.626587,,2617.717041,1092.439575,2289.217041
CHM1B,3588.400391,2914.445068,2330.431885,3177.883545,3730.959961,2364.806885,2492.877441,2172.193604,2546.394287,2560.39624,2823.500244,2874.133301,2629.325684,2226.749756,2464.395996,3669.121338,2957.298096,2662.999268,2595.296143,1764.386841,2844.557373,2094.623291,2177.321777,2984.036377,2622.491455,2396.52832,2574.034912
