RT	Window.Low	Window.High	204.087
0.0012412	380.423	385.425	0
0.0014152	385.425	390.427	0
0.0015896	390.427	395.43	0
0.00175573	395.43	400.432	104.461
0.0019224	400.432	405.434	0
0.00211413	405.434	410.436	0
0.00230293	410.436	415.439	0
0.00246707	415.439	420.441	0
0.00263093	420.441	425.443	82.8634
0.0028048	425.443	430.446	0
0.0029788	430.446	435.448	0
0.00315293	435.448	440.45	103.254
0.0033268	440.45	445.452	0
0.0035408	445.452	450.455	0
0.00371627	450.455	455.457	83.2162
0.00389133	455.457	460.459	161.543
0.00406533	460.459	465.461	0
0.00423987	465.461	470.464	0
0.00445373	470.464	475.466	0
0.00462787	475.466	480.468	0
0.00480173	480.468	485.471	252.597
0.00501573	485.471	490.473	0
0.0051896	490.473	495.475	0
0.00536373	495.475	500.477	0
0.0055376	500.477	505.48	0
0.0057116	505.48	510.482	0
0.00588547	510.482	515.484	0
0.00609973	515.484	520.486	0
0.00628867	520.486	525.489	0
0.00648093	525.489	530.491	0
0.006678	530.491	535.493	0
0.0068708	535.493	540.496	0
0.00703707	540.496	545.498	0
0.00720267	545.498	550.5	0
0.00739333	550.5	555.502	114.455
0.0075824	555.502	560.505	0
0.0077724	560.505	565.507	0
0.0079364	565.507	570.509	0
0.00812533	570.509	575.511	0
0.00828933	575.511	580.514	0
0.00847827	580.514	585.516	960.666
0.00864227	585.516	590.518	0
0.00883107	590.518	595.521	0
0.0090452	595.521	600.523	0
0.0092092	600.523	605.525	0
0.00937307	605.525	610.527	0
0.00953707	610.527	615.53	0
0.00971267	615.53	620.532	0
0.00988653	620.532	625.534	0
0.0101005	625.534	630.536	0
0.0103145	630.537	635.539	0
0.0104887	635.539	640.541	0
0.0107027	640.541	645.543	0
0.0108781	645.543	650.546	0
0.0110525	650.546	655.548	0
0.0112671	655.548	660.55	222.658
0.0114411	660.55	665.552	306.705
0.0116151	665.552	670.555	0
0.0118291	670.555	675.557	173.722
0.0120433	675.557	680.559	0
0.0122573	680.559	685.561	102.992
0.0124713	685.561	690.564	0
0.0126603	690.564	695.566	65.4387
0.012852	695.566	700.568	150.354
0.0130455	700.568	705.571	0
0.0132383	705.571	710.573	126.11
0.0134044	710.573	715.575	0
0.0135935	715.575	720.577	0
0.0137573	720.577	725.58	0
0.0139228	725.58	730.582	109.426
0.0140868	730.582	735.584	91.6588
0.0142759	735.584	740.587	0
0.0144648	740.587	745.589	86.1249
0.0146287	745.589	750.591	92.2636
0.0148197	750.591	755.593	151.664
0.0150088	755.593	760.596	106.004
0.0152228	760.596	765.598	303.782
0.0154117	765.598	770.6	141.739
0.0155787	770.6	775.602	0
0.0157705	775.602	780.605	352.42
0.0159593	780.605	785.607	0
0.0161483	785.607	790.609	176.513
0.0163228	790.609	795.612	0
0.0165119	795.612	800.614	0
0.0166784	800.614	805.616	377.875
0.01687	805.616	810.618	389.958
0.0170589	810.618	815.621	250.882
0.0172268	815.621	820.623	259.427
0.0174157	820.623	825.625	104.688
0.0176045	825.625	830.627	227.421
0.0177935	830.627	835.63	0
0.0180076	835.63	840.632	498.415
0.0181716	840.632	845.634	389.933
0.019402	845.634	850.637	765.781
0.0195909	850.637	855.639	0
0.0197575	855.639	860.641	531.784
0.0199237	860.641	865.643	162.078
0.0200916	865.643	870.646	463.839
0.0202584	870.646	875.648	412.225
0.0204275	875.648	880.65	259.434
0.0205964	880.65	885.652	277.497
0.0207877	885.652	890.655	607.514
0.0209645	890.655	895.657	493.879
0.0211543	895.657	900.659	578.252
0.0213431	900.659	905.662	0
0.0215071	905.662	910.664	659.48
0.0216709	910.664	915.666	337.048
0.0218615	915.666	920.668	277.295
0.0220756	920.668	925.671	189.038
0.0222645	925.671	930.673	473.686
0.0224308	930.673	935.675	0
0.0226224	935.675	940.677	331.958
0.0228113	940.677	945.68	91.9774
0.0229791	945.68	950.682	327.42
0.0231679	950.682	955.684	140.878
0.023332	955.684	960.687	235.435
0.023496	960.687	965.689	184.636
0.0236599	965.689	970.691	479.262
0.0238239	970.691	975.693	179.563
0.0240128	975.693	980.696	283.727
0.0242017	980.696	985.698	73.7636
