RT	Window.Low	Window.High	204.087
0.00123787	380.423	385.425	0
0.00141187	385.425	390.427	0
0.00157973	390.427	395.43	231.987
0.00174387	395.43	400.432	0
0.00190773	400.432	405.434	0
0.00209667	405.434	410.436	0
0.00228547	410.436	415.439	0
0.00244947	415.439	420.441	0
0.00262347	420.441	425.443	0
0.00279747	425.443	430.446	0
0.00297133	430.446	435.448	0
0.00314547	435.448	440.45	0
0.00331933	440.45	445.452	147.682
0.00353387	445.452	450.455	0
0.00370773	450.455	455.457	0
0.00388173	455.457	460.459	133.116
0.00405573	460.459	465.461	0
0.00422973	465.461	470.464	0
0.0044436	470.464	475.466	0
0.00461827	475.466	480.468	0
0.00479427	480.468	485.471	213.042
0.0050116	485.471	490.473	59.3502
0.00518547	490.473	495.475	0
0.0053596	495.475	500.477	0
0.00553347	500.477	505.48	263.081
0.00570747	505.48	510.482	0
0.00588493	510.482	515.484	0
0.006074	515.484	520.486	0
0.00626773	520.486	525.489	0
0.00646107	525.489	530.491	0
0.00665	530.491	535.493	0
0.00683893	535.493	540.496	0
0.0070028	540.496	545.498	0
0.00717693	545.498	550.5	0
0.00736587	550.5	555.502	0
0.0075572	555.502	560.505	0
0.00775133	560.505	565.507	0
0.0079204	565.507	570.509	0
0.00811307	570.509	575.511	0
0.00827733	575.511	580.514	68.6678
0.00846613	580.514	585.516	0
0.00863307	585.516	590.518	0
0.00882187	590.518	595.521	67.7037
0.0090144	595.521	600.523	0
0.0091784	600.523	605.525	0
0.0093424	605.525	610.527	99.3689
0.00950787	610.527	615.53	0
0.009672	615.53	620.532	0
0.009836	620.532	625.534	0
0.0100248	625.534	630.536	0
0.0102392	630.537	635.539	0
0.0104133	635.539	640.541	0
0.0106273	640.541	645.543	0
0.0108048	645.543	650.546	0
0.0109788	650.546	655.548	0
0.0111929	655.548	660.55	0
0.0113693	660.55	665.552	0
0.0115433	665.552	670.555	0
0.0117608	670.555	675.557	110.51
0.0119751	675.557	680.559	0
0.0121639	680.559	685.561	0
0.0123528	685.561	690.564	0
0.0125669	690.564	695.566	108.829
0.0127559	695.566	700.568	0
0.0129473	700.568	705.571	0
0.0131408	705.571	710.573	316.131
0.0133085	710.573	715.575	220.188
0.0135049	715.575	720.577	142.886
0.0136689	720.577	725.58	628.958
0.0138339	725.58	730.582	0
0.0139977	730.582	735.584	144.431
0.0141868	735.584	740.587	0
0.0143757	740.587	745.589	322.053
0.0145412	745.589	750.591	0
0.0147301	750.591	755.593	0
0.0149192	755.593	760.596	0
0.0151081	760.596	765.598	122.884
0.0152971	765.598	770.6	283.948
0.0154611	770.6	775.602	190.878
0.0156505	775.602	780.605	625.911
0.0158395	780.605	785.607	0
0.0160288	785.607	790.609	783.927
0.0161931	790.609	795.612	0
0.0163821	795.612	800.614	101.538
0.0165563	800.614	805.616	265.892
0.0167451	805.616	810.618	543.653
0.0169365	810.618	815.621	0
0.0171051	815.621	820.623	287.982
0.0172949	820.623	825.625	188.912
0.0174884	825.625	830.627	546.173
0.0176777	830.627	835.63	155.722
0.0178672	835.63	840.632	329.489
0.0180311	840.632	845.634	0
0.018196	845.634	850.637	125.177
0.0193429	850.637	855.639	566.989
0.0195071	855.639	860.641	378.858
0.0196711	860.641	865.643	0
0.0198379	865.643	870.646	0
0.0200044	870.646	875.648	74.1184
