RT	Window.Low	Window.High	204.087
0.0012388	380.423	385.425	0
0.0014128	385.425	390.427	0
0.00158067	390.427	395.43	0
0.0017448	395.43	400.432	0
0.00190867	400.432	405.434	0
0.0020976	405.434	410.436	0
0.0022864	410.436	415.439	0
0.00245053	415.439	420.441	0
0.0026244	420.441	425.443	0
0.00279827	425.443	430.446	0
0.00297227	430.446	435.448	0
0.00314627	435.448	440.45	0
0.00332027	440.45	445.452	0
0.00353413	445.452	450.455	0
0.00370827	450.455	455.457	0
0.00388227	455.457	460.459	0
0.00405627	460.459	465.461	0
0.00423133	465.461	470.464	0
0.00444533	470.464	475.466	0
0.0046268	475.466	480.468	0
0.00480067	480.468	485.471	0
0.00501467	485.471	490.473	103.554
0.00518867	490.473	495.475	0
0.00536267	495.475	500.477	0
0.00553827	500.477	505.48	72.9843
0.00571227	505.48	510.482	0
0.00588627	510.482	515.484	0
0.0061004	515.484	520.486	0
0.00628933	520.486	525.489	0
0.00648107	525.489	530.491	0
0.00667467	530.491	535.493	0
0.00686747	535.493	540.496	0
0.00703667	540.496	545.498	0
0.00720267	545.498	550.5	0
0.0073916	550.5	555.502	0
0.00758067	555.502	560.505	0
0.00776947	560.505	565.507	0
0.00793347	565.507	570.509	0
0.0081224	570.509	575.511	0
0.0082864	575.511	580.514	0
0.00847533	580.514	585.516	0
0.0086392	585.516	590.518	0
0.00885333	590.518	595.521	0
0.0090424	595.521	600.523	0
0.00920867	600.523	605.525	0
0.00937533	605.525	610.527	0
0.00954427	610.527	615.53	0
0.00971307	615.53	620.532	0
0.00987693	620.532	625.534	0
0.0100659	625.534	630.536	0
0.0102548	630.537	635.539	80.1416
0.0104188	635.539	640.541	0
0.0106328	640.541	645.543	0
0.0108093	645.543	650.546	0
0.0109833	650.546	655.548	0
0.0111975	655.548	660.55	0
0.0113715	660.55	665.552	0
0.0115355	665.552	670.555	0
0.0117268	670.555	675.557	0
0.0119183	675.557	680.559	0
0.0121072	680.559	685.561	0
0.012302	685.561	690.564	0
0.0124909	690.564	695.566	0
0.01268	695.566	700.568	0
0.0128689	700.568	705.571	0
0.0130579	705.571	710.573	0
0.0132217	710.573	715.575	0
0.0134108	715.575	720.577	0
0.0135748	720.577	725.58	0
0.0137392	725.58	730.582	0
0.0139032	730.582	735.584	0
0.0140923	735.584	740.587	0
0.0142817	740.587	745.589	0
0.0144456	745.589	750.591	0
0.0146345	750.591	755.593	0
0.0148236	755.593	760.596	0
0.0150125	760.596	765.598	0
0.0152015	765.598	770.6	0
0.0153655	770.6	775.602	0
0.0155545	775.602	780.605	0
0.0157433	780.605	785.607	138.232
0.0159323	785.607	790.609	0
0.0160984	790.609	795.612	0
0.0162875	795.612	800.614	0
0.0164531	800.614	805.616	0
0.0166671	805.616	810.618	0
0.016856	810.618	815.621	0
0.0170225	815.621	820.623	0
0.0172137	820.623	825.625	0
0.0174027	825.625	830.627	0
0.0175916	830.627	835.63	0
0.0177805	835.63	840.632	0
0.0179547	840.632	845.634	0
0.0181193	845.634	850.637	0
0.0183081	850.637	855.639	0
0.0195116	855.639	860.641	0
0.0196756	860.641	865.643	0
0.0198396	865.643	870.646	0
0.0200037	870.646	875.648	0
0.0201677	875.648	880.65	0
0.0203419	880.65	885.652	0
0.0205308	885.652	890.655	0
0.0206973	890.655	895.657	0
0.0208889	895.657	900.659	0
0.0210789	900.659	905.662	0
0.0212467	905.662	910.664	0
0.0214128	910.664	915.666	0
0.0216019	915.666	920.668	234.104
0.0217908	920.668	925.671	0
0.0219799	925.671	930.673	0
0.0221437	930.673	935.675	0
0.0223328	935.675	940.677	0
0.0225217	940.677	945.68	0
0.022686	945.68	950.682	112.072
0.0228749	950.682	955.684	0
0.0230492	955.684	960.687	0
0.0232135	960.687	965.689	0
0.0233813	965.689	970.691	0
0.023548	970.691	975.693	0
0.0237393	975.693	980.696	0
0.0239364	980.696	985.698	0
0.0241049	985.698	990.7	0
0.0242728	990.7	995.702	0
0.0244389	995.702	1000.7	0
0.0246112	1000.7	1005.71	0
0.0247836	1005.71	1010.71	0
0.0249561	1010.71	1015.71	0
0.025146	1015.71	1020.71	0
0.0253221	1020.71	1025.72	0
0.0254948	1025.72	1030.72	0
0.0256693	1030.72	1035.72	0
0.0258421	1035.72	1040.72	0
0.0260311	1040.72	1045.73	0
0.0262141	1045.73	1050.73	154.436
0.0263875	1050.73	1055.73	0
0.0265777	1055.73	1060.73	0
0.0267515	1060.73	1065.73	0
0.0269248	1065.73	1070.74	0
0.0271	1070.74	1075.74	0
0.0272735	1075.74	1080.74	131.861
0.02748	380.423	385.425	0
0.0276464	385.425	390.427	0
0.0278124	390.427	395.43	0
0.0279764	395.43	400.432	0
0.0281412	400.432	405.434	0
0.0283581	405.434	410.436	0
0.0285475	410.436	415.439	0
0.0296865	415.439	420.441	0
0.0298505	420.441	425.443	0
0.0300145	425.443	430.446	0
0.0301784	430.446	435.448	0
0.0303449	435.448	440.45	0
0.0305113	440.45	445.452	0
0.0307033	445.452	450.455	0
0.0308719	450.455	455.457	0
0.031036	455.457	460.459	0
0.0311999	460.459	465.461	0
0.0313711	465.461	470.464	0
0.0315637	470.464	475.466	0
0.0317279	475.466	480.468	0
0.0318917	480.468	485.471	0
0.0320811	485.471	490.473	0
0.0322451	490.473	495.475	0
0.0324193	495.475	500.477	0
0.0325832	500.477	505.48	0
0.0327499	505.48	510.482	0
0.0329176	510.482	515.484	0
0.0331093	515.484	520.486	0
0.0333029	520.486	525.489	0
0.0334956	525.489	530.491	0
0.0336845	530.491	535.493	0
0.0338751	535.493	540.496	0
0.0340392	540.496	545.498	0
0.0342031	545.498	550.5	0
0.034392	550.5	555.502	0
0.0345811	555.502	560.505	0
0.03477	560.505	565.507	0
0.034934	565.507	570.509	0
0.0351228	570.509	575.511	0
0.0352869	575.511	580.514	0
0.0354759	580.514	585.516	0
0.0356432	585.516	590.518	0
0.0358321	590.518	595.521	0
0.0360463	595.521	600.523	0
0.0362103	600.523	605.525	0
0.0363769	605.525	610.527	0
0.0365435	610.527	615.53	0
0.0367101	615.53	620.532	0
0.0368785	620.532	625.534	0
0.0370712	625.534	630.536	0
0.0372664	630.537	635.539	0
0.0374325	635.539	640.541	0
0.0376215	640.541	645.543	120.59
0.0377855	645.543	650.546	0
0.0379495	650.546	655.548	0
0.0381385	655.548	660.55	0
0.0383024	660.55	665.552	0
0.0384664	665.552	670.555	0
0.0386552	670.555	675.557	0
0.0397701	675.557	680.559	0
0.0399589	680.559	685.561	0
0.0401731	685.561	690.564	0
0.040362	690.564	695.566	0
0.0405537	695.566	700.568	0
0.0407477	700.568	705.571	0
0.0409405	705.571	710.573	0
0.0411067	710.573	715.575	0
0.0412956	715.575	720.577	0
0.0414631	720.577	725.58	0
0.0416285	725.58	730.582	0
0.0417925	730.582	735.584	0
0.0419816	735.584	740.587	0
0.0421704	740.587	745.589	0
0.0423344	745.589	750.591	0
0.0425233	750.591	755.593	0
0.0427124	755.593	760.596	0
0.0429013	760.596	765.598	0
0.0430901	765.598	770.6	0
0.0432541	770.6	775.602	0
0.0434444	775.602	780.605	0
0.0436333	780.605	785.607	0
0.0438223	785.607	790.609	0
0.0439863	790.609	795.612	0
0.0441752	795.612	800.614	0
0.0443392	800.614	805.616	0
0.0445283	805.616	810.618	0
0.0447172	810.618	815.621	0
0.0448823	815.621	820.623	0
0.0450712	820.623	825.625	0
0.0452601	825.625	830.627	148.006
0.0454524	830.627	835.63	0
