RT	Window.Low	Window.High	204.087
0.00122053	380.423	385.425	0
0.00138693	385.425	390.427	0
0.0015508	390.427	395.43	0
0.00171493	395.43	400.432	89.6427
0.00187893	400.432	405.434	0
0.00209293	405.434	410.436	0
0.0023068	410.436	415.439	0
0.00248093	415.439	420.441	0
0.00265493	420.441	425.443	0
0.00282933	425.443	430.446	0
0.00300493	430.446	435.448	0
0.0031792	435.448	440.45	0
0.00335387	440.45	445.452	0
0.003568	445.452	450.455	0
0.003742	450.455	455.457	0
0.003916	455.457	460.459	0
0.00409	460.459	465.461	0
0.00426467	465.461	470.464	0
0.00447853	470.464	475.466	0
0.00465267	475.466	480.468	0
0.00482653	480.468	485.471	0
0.00504053	485.471	490.473	0
0.0052144	490.473	495.475	0
0.00538853	495.475	500.477	0
0.00556253	500.477	505.48	0
0.0057364	505.48	510.482	0
0.0059124	510.482	515.484	0
0.00610133	515.484	520.486	0
0.00629307	520.486	525.489	0
0.00648653	525.489	530.491	0
0.0066828	530.491	535.493	0
0.00687467	535.493	540.496	0
0.00703853	540.496	545.498	0
0.00720307	545.498	550.5	0
0.007392	550.5	555.502	0
0.007582	555.502	560.505	0
0.00777787	560.505	565.507	0
0.00794173	565.507	570.509	0
0.00815933	570.509	575.511	0
0.00832507	575.511	580.514	0
0.0085164	580.514	585.516	0
0.0086832	585.516	590.518	0
0.0088772	590.518	595.521	0
0.00906613	595.521	600.523	0
0.0092324	600.523	605.525	0
0.0093984	605.525	610.527	0
0.00956293	610.527	615.53	0
0.00972693	615.53	620.532	0
0.00989093	620.532	625.534	0
0.0100799	625.534	630.536	0
0.010272	630.537	635.539	0
0.010436	635.539	640.541	0
0.0106249	640.541	645.543	0
0.0107989	645.543	650.546	0
0.0109735	650.546	655.548	0
0.0111876	655.548	660.55	0
0.0113616	660.55	665.552	0
0.0115361	665.552	670.555	0
0.0117501	670.555	675.557	0
0.0119643	675.557	680.559	0
0.0121784	680.559	685.561	0
0.0123924	685.561	690.564	0
0.0126096	690.564	695.566	0
0.0127985	695.566	700.568	0
0.0129899	700.568	705.571	0
0.0131833	705.571	710.573	0
0.0133512	710.573	715.575	0
0.0135431	715.575	720.577	0
0.0137069	720.577	725.58	0
0.0138744	725.58	730.582	0
0.0140383	730.582	735.584	0
0.0142273	735.584	740.587	239.454
0.0144161	740.587	745.589	0
0.0145903	745.589	750.591	0
0.0147792	750.591	755.593	102.017
0.0149709	755.593	760.596	0
0.0151649	760.596	765.598	0
0.0153577	765.598	770.6	0
0.0155239	770.6	775.602	0
0.0157128	775.602	780.605	0
0.0159027	780.605	785.607	0
0.0160916	785.607	790.609	0
0.0162593	790.609	795.612	0
0.0164484	795.612	800.614	0
0.0166123	800.614	805.616	157.688
0.0168012	805.616	810.618	117.163
0.0169903	810.618	815.621	0
0.0171551	815.621	820.623	0
0.017344	820.623	825.625	0
0.0175329	825.625	830.627	0
0.0177217	830.627	835.63	0
0.0179108	835.63	840.632	0
0.0180849	840.632	845.634	0
0.0182488	845.634	850.637	0
0.0195561	850.637	855.639	0
0.0197203	855.639	860.641	0
0.0198841	860.641	865.643	0
0.0200481	865.643	870.646	0
0.0202144	870.646	875.648	0
0.0203811	875.648	880.65	0
0.0205476	880.65	885.652	0
0.0207391	885.652	890.655	0
0.0209047	890.655	895.657	0
0.0210937	895.657	900.659	0
0.0212913	900.659	905.662	0
0.0214552	905.662	910.664	0
0.0216293	910.664	915.666	99.7474
0.0218204	915.666	920.668	0
0.0220119	920.668	925.671	156.71
0.0222052	925.671	930.673	0
0.0223729	930.673	935.675	0
0.0225659	935.675	940.677	0
0.0227547	940.677	945.68	0
0.0229239	945.68	950.682	0
0.0231127	950.682	955.684	0
0.0232768	955.684	960.687	0
0.0234408	960.687	965.689	192.078
0.0236047	965.689	970.691	0
0.0237688	970.691	975.693	0
0.0239577	975.693	980.696	0
0.0241465	980.696	985.698	277.32
0.0243112	985.698	990.7	168.163
0.0244752	990.7	995.702	0
0.0246411	995.702	1000.7	154.411
0.0248236	1000.7	1005.71	0
0.024996	1005.71	1010.71	0
0.0251685	1010.71	1015.71	0
0.0253575	1015.71	1020.71	92.8857
0.0255301	1020.71	1025.72	110.318
0.0257032	1025.72	1030.72	0
0.0258761	1030.72	1035.72	85.9229
0.0260489	1035.72	1040.72	113.131
0.0262379	1040.72	1045.73	251.715
0.0264109	1045.73	1050.73	0
0.0265841	1050.73	1055.73	0
0.0267731	1055.73	1060.73	0
0.0269463	1060.73	1065.73	0
0.0271196	1065.73	1070.74	84.3503
0.0272932	1070.74	1075.74	142.482
0.0274667	1075.74	1080.74	0
0.0276724	380.423	385.425	0
0.0278363	385.425	390.427	0
0.0280003	390.427	395.43	0
0.0281644	395.43	400.432	187.411
0.0293915	400.432	405.434	71.8212
0.0295804	405.434	410.436	81.8111
0.0297945	410.436	415.439	0
0.0299585	415.439	420.441	0
0.0301249	420.441	425.443	0
0.0302915	425.443	430.446	0
0.0304581	430.446	435.448	0
0.0306259	435.448	440.45	0
0.0307899	440.45	445.452	0
0.0309788	445.452	450.455	0
0.0311529	450.455	455.457	76.8151
0.0313205	455.457	460.459	0
0.0314871	460.459	465.461	0
0.0316536	465.461	470.464	0
0.0318452	470.464	475.466	0
0.0320179	475.466	480.468	0
0.0321819	480.468	485.471	0
0.0323708	485.471	490.473	0
0.0325376	490.473	495.475	0
0.0327037	495.475	500.477	0
0.0328677	500.477	505.48	0
0.0330316	505.48	510.482	0
0.033198	510.482	515.484	0
0.0333871	515.484	520.486	0
0.033576	520.486	525.489	0
0.0337649	525.489	530.491	0
0.0339537	530.491	535.493	0
0.0341428	535.493	540.496	0
0.0343068	540.496	545.498	0
0.0344707	545.498	550.5	0
0.0346596	550.5	555.502	0
0.0348485	555.502	560.505	0
0.0350631	560.505	565.507	0
0.0352271	565.507	570.509	0
0.0354183	570.509	575.511	0
0.0355853	575.511	580.514	0
0.0357796	580.514	585.516	188.988
0.0359436	585.516	590.518	0
0.0361363	590.518	595.521	0
0.0363253	595.521	600.523	0
0.0364921	600.523	605.525	0
0.036656	605.525	610.527	0
0.03682	610.527	615.53	79.4901
0.036984	615.53	620.532	0
0.037148	620.532	625.534	0
0.0373369	625.534	630.536	0
0.0375263	630.537	635.539	0
0.0376903	635.539	640.541	0
0.0378792	640.541	645.543	0
0.0391305	645.543	650.546	0
0.0392945	650.546	655.548	0
0.0394835	655.548	660.55	0
0.03965	660.55	665.552	0
0.0398168	665.552	670.555	0
0.0400085	670.555	675.557	0
0.0401977	675.557	680.559	0
0.0403904	680.559	685.561	0
0.0405793	685.561	690.564	0
0.0407685	690.564	695.566	0
0.0409576	695.566	700.568	0
0.0411464	700.568	705.571	0
0.0413388	705.571	710.573	0
0.0415028	710.573	715.575	0
0.0416919	715.575	720.577	0
0.0418557	720.577	725.58	0
0.0420197	725.58	730.582	0
0.0421937	730.582	735.584	60.711
0.0423828	735.584	740.587	0
0.0425745	740.587	745.589	0
0.0427432	745.589	750.591	0
0.0429321	750.591	755.593	0
0.0431249	755.593	760.596	0
0.0433139	760.596	765.598	0
0.0435028	765.598	770.6	0
0.0436668	770.6	775.602	0
0.0438559	775.602	780.605	0
0.0440453	780.605	785.607	0
0.0442343	785.607	790.609	0
0.0443983	790.609	795.612	0
0.0445872	795.612	800.614	0
0.0447512	800.614	805.616	120.812
0.0449401	805.616	810.618	0
0.0451289	810.618	815.621	0
0.0452929	815.621	820.623	0
0.0455123	820.623	825.625	0
0.0457011	825.625	830.627	0
0.0458927	830.627	835.63	0
0.0460865	835.63	840.632	0
0.0462577	840.632	845.634	0
0.0464255	845.634	850.637	156.276
0.0466144	850.637	855.639	0
0.0467785	855.639	860.641	158.274
0.0469424	860.641	865.643	0
0.0471064	865.643	870.646	0
0.0472703	870.646	875.648	0
0.0474344	875.648	880.65	0
0.0475983	880.65	885.652	0
0.0477872	885.652	890.655	0
0.0479512	890.655	895.657	0
0.0481416	895.657	900.659	0
0.048334	900.659	905.662	0
0.0495673	905.662	910.664	0
0.0497313	910.664	915.666	0
0.0499204	915.666	920.668	0
0.0501093	920.668	925.671	72.1491
0.0502983	925.671	930.673	0
0.0504724	930.673	935.675	0
0.0506615	935.675	940.677	0
0.0508529	940.677	945.68	0
0.0510212	945.68	950.682	0
0.05121	950.682	955.684	0
0.0513779	955.684	960.687	0
0.0515441	960.687	965.689	62.6638
0.0517103	965.689	970.691	0
0.0518744	970.691	975.693	0
0.0520632	975.693	980.696	0
0.0522521	980.696	985.698	438.848
0.052416	985.698	990.7	0
0.0525907	990.7	995.702	0
0.0527547	995.702	1000.7	0
0.0529269	1000.7	1005.71	516.561
0.0530993	1005.71	1010.71	0
0.0532719	1010.71	1015.71	0
0.0534608	1015.71	1020.71	0
0.0536335	1020.71	1025.72	0
0.0538061	1025.72	1030.72	163.294
0.0539791	1030.72	1035.72	0
0.0541519	1035.72	1040.72	0
0.0543408	1040.72	1045.73	0
0.0545139	1045.73	1050.73	0
0.0546871	1050.73	1055.73	0
0.054876	1055.73	1060.73	0
0.0550492	1060.73	1065.73	0
0.0552225	1065.73	1070.74	0
0.0553961	1070.74	1075.74	56.7606
0.0555731	1075.74	1080.74	61.9459
0.0558136	380.423	385.425	0
0.0559776	385.425	390.427	0
0.056144	390.427	395.43	0
0.0563111	395.43	400.432	0
0.0564775	400.432	405.434	0
0.0566688	405.434	410.436	0
0.0568577	410.436	415.439	0
